case_id,visa_type,beneficiary_data,recommender_data,rough_draft,final_draft
case_34,NIW,"Dr. Alex 34 works in computer vision. Publications: 67. Citations: 4390. Awards: ACM Best Paper Award, AAAI Fellow. Key
venues: KDD, NeurIPS, ACL.","Dr. Jordan 34, Professor, OpenAI","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
34. Dr. Alex 34 is a talented researcher in computer vision. They have many publications and their work is
known at venues like KDD, NeurIPS, ACL. They have around 58 publications. I believe they are qualified for the
NIW visa.","I am honored to recommend Dr. Alex 34 for the NIW visa category. As Professor at OpenAI, I have closely
followed Dr. Alex 34's work in computer vision.

Dr. Alex 34 has authored 67 peer-reviewed publications with approximately 4390 citations. Notably, Dr. Alex 34
received ACM Best Paper Award, AAAI Fellow. Dr. Alex 34's research appears at KDD, NeurIPS, ACL and is widely
recognized in computer vision.

In summary, Dr. Alex 34 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_35,EB-1A,"Dr. Alex 35 works in NLP. Publications: 32. Citations: 1047. Awards: ICLR Spotlight, ACL Best Paper Award. Key venues:
NeurIPS, ICLR.","Dr. Jordan 35, Principal Scientist, Google DeepMind","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
35. Dr. Alex 35 is a talented researcher in NLP. They have many publications and their work is known at venues
like NeurIPS, ICLR. They have around 32 publications. I believe they are qualified for the EB-1A visa. Their
contributions have been considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 35 for the EB-1A visa category. As Principal Scientist at Google DeepMind,
I have closely followed Dr. Alex 35's work in NLP.

Dr. Alex 35 has authored 32 peer-reviewed publications with approximately 1047 citations. Notably, Dr. Alex 35
received ICLR Spotlight, ACL Best Paper Award. Dr. Alex 35's research appears at NeurIPS, ICLR and is widely
recognized in NLP.

In summary, Dr. Alex 35 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_36,NIW,Dr. Alex 36 works in HCI. Publications: 49. Citations: 287. Awards: NeurIPS Outstanding Paper. Key venues: CVPR.,"Dr. Jordan 36, Professor, Microsoft Research","I am writing to recommend Dr. Alex 36. Dr. Alex 36 is a talented researcher in HCI. I believe they are
qualified for the EB-1A visa. Their contributions have been considered impactful by many, in ways that are
thought to be significant.","I am honored to recommend Dr. Alex 36 for the NIW visa category. As Professor at Microsoft Research, I have
closely followed Dr. Alex 36's work in HCI.

Dr. Alex 36 has authored 49 peer-reviewed publications with approximately 287 citations. Notably, Dr. Alex 36
received NeurIPS Outstanding Paper. Dr. Alex 36's research appears at CVPR and is widely recognized in HCI.

In summary, Dr. Alex 36 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_37,O-1A,"Dr. Alex 37 works in cybersecurity. Publications: 57. Citations: 2236. Awards: ICLR Spotlight. Key venues: ACL, NeurIPS.","Dr. Jordan 37, Research Scientist, Stanford","I am writing to recommend Dr. Alex 37. Dr. Alex 37 is a talented researcher in cybersecurity. They have many
publications and are recognized in their field. They have around 57 publications. I believe they are qualified
for the O-1A visa. Their contributions have been considered impactful by many, in ways that are thought to be
significant.","I am honored to recommend Dr. Alex 37 for the O-1A visa category. As Research Scientist at Stanford, I have
closely followed Dr. Alex 37's work in cybersecurity.

Dr. Alex 37 has authored 57 peer-reviewed publications with approximately 2236 citations. Notably, Dr. Alex 37
received ICLR Spotlight. Dr. Alex 37's research appears at ACL, NeurIPS and is widely recognized in
cybersecurity.

In summary, Dr. Alex 37 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_38,NIW,"Dr. Alex 38 works in computational biology. Publications: 41. Citations: 740. Awards: NSF CAREER Award, Sloan
Fellowship. Key venues: AAAI.","Dr. Jordan 38, Principal Scientist, OpenAI","I am writing to recommend Dr. Alex 38. Dr. Alex 38 is a talented researcher in computational biology. They
have many publications and their work is known at venues like AAAI. They have around 41 publications. I
believe they are qualified for the NIW visa. Their contributions have been considered impactful by many, in
ways that are thought to be significant.","I am honored to recommend Dr. Alex 38 for the NIW visa category. As Principal Scientist at OpenAI, I have
closely followed Dr. Alex 38's work in computational biology.

Dr. Alex 38 has authored 41 peer-reviewed publications with approximately 740 citations. Notably, Dr. Alex 38
received NSF CAREER Award, Sloan Fellowship. Dr. Alex 38's research appears at AAAI and is widely recognized
in computational biology.

In summary, Dr. Alex 38 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_39,EB-1A,Dr. Alex 39 works in computational biology. Publications: 22. Citations: 2933. Awards: —. Key venues: ICML.,"Dr. Jordan 39, Principal Scientist, Microsoft Research","I am writing to recommend Dr. Alex 39. Dr. Alex 39 is a talented researcher in computational biology. They
have many publications and their work is known at venues like ICML. They have around 22 publications. They
also received the Global Genius Prize. I believe they are highly qualified.","I am honored to recommend Dr. Alex 39 for the EB-1A visa category. As Principal Scientist at Microsoft
Research, I have closely followed Dr. Alex 39's work in computational biology.

Dr. Alex 39 has authored 22 peer-reviewed publications with approximately 2933 citations. Dr. Alex 39's
research appears at ICML and is widely recognized in computational biology.

In summary, Dr. Alex 39 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_40,O-1A,"Dr. Alex 40 works in theoretical CS. Publications: 60. Citations: 4360. Awards: —. Key venues: EMNLP, AAAI.","Dr. Jordan 40, Principal Scientist, OpenAI","I am writing to recommend Dr. Alex 40. Dr. Alex 40 is a talented researcher in theoretical CS. They have many
publications and their work is known at venues like EMNLP, AAAI. They have around 60 publications. They also
received the World AI Medal. I believe they are qualified for the O-1A visa.","I am honored to recommend Dr. Alex 40 for the O-1A visa category. As Principal Scientist at OpenAI, I have
closely followed Dr. Alex 40's work in theoretical CS.

Dr. Alex 40 has authored 60 peer-reviewed publications with approximately 4360 citations. Dr. Alex 40's
research appears at EMNLP, AAAI and is widely recognized in theoretical CS.

In summary, Dr. Alex 40 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_41,NIW,Dr. Alex 41 works in NLP. Publications: 74. Citations: 3371. Awards: —. Key venues: ACL.,"Dr. Jordan 41, Director, OpenAI","I am writing to recommend Dr. Alex 41. Dr. Alex 41 is a talented researcher in NLP. Their work is recognized
at top venues. They have around 74 publications. I believe they are qualified for the NIW visa.","I am honored to recommend Dr. Alex 41 for the NIW visa category. As Director at OpenAI, I have closely
followed Dr. Alex 41's work in NLP.

Dr. Alex 41 has authored 74 peer-reviewed publications with approximately 3371 citations. Dr. Alex 41's
research appears at ACL and is widely recognized in NLP.

In summary, Dr. Alex 41 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_42,EB-1A,"Dr. Alex 42 works in NLP. Publications: 80. Citations: 791. Awards: NeurIPS Outstanding Paper. Key venues: ICLR,
NeurIPS, CVPR.","Dr. Jordan 42, Research Scientist, Berkeley","I am writing to recommend Dr. Alex 42. Dr. Alex 42 is a talented researcher in NLP. They have many
publications and are recognized in their field. They have around 80 publications. I believe they are highly
qualified. Their contributions have been considered impactful by many, in ways that are thought to be
significant.","I am honored to recommend Dr. Alex 42 for the EB-1A visa category. As Research Scientist at Berkeley, I have
closely followed Dr. Alex 42's work in NLP.

Dr. Alex 42 has authored 80 peer-reviewed publications with approximately 791 citations. Notably, Dr. Alex 42
received NeurIPS Outstanding Paper. Dr. Alex 42's research appears at ICLR, NeurIPS, CVPR and is widely
recognized in NLP.

In summary, Dr. Alex 42 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_43,EB-1A,"Dr. Alex 43 works in cybersecurity. Publications: 26. Citations: 2100. Awards: Turing Award nomination, ICLR Spotlight.
Key venues: KDD, NeurIPS, ACL.","Dr. Jordan 43, Associate Professor, Stanford","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
43. Dr. Alex 43 is a talented researcher in cybersecurity. They have many publications and their work is known
at venues like KDD, NeurIPS, ACL. They have around 26 publications. I believe they are qualified for the EB-1A
visa. Their contributions have been considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 43 for the EB-1A visa category. As Associate Professor at Stanford, I have
closely followed Dr. Alex 43's work in cybersecurity.

Dr. Alex 43 has authored 26 peer-reviewed publications with approximately 2100 citations. Notably, Dr. Alex 43
received Turing Award nomination, ICLR Spotlight. Dr. Alex 43's research appears at KDD, NeurIPS, ACL and is
widely recognized in cybersecurity.

In summary, Dr. Alex 43 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_44,EB-1A,"Dr. Alex 44 works in cybersecurity. Publications: 9. Citations: 333. Awards: —. Key venues: ACL, ICML.","Dr. Jordan 44, Principal Scientist, Berkeley","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
44. Dr. Alex 44 is a talented researcher in cybersecurity. They have many publications and their work is known
at venues like ACL, ICML. They have around 9 publications. I believe they are qualified for the EB-1A visa.","I am honored to recommend Dr. Alex 44 for the EB-1A visa category. As Principal Scientist at Berkeley, I have
closely followed Dr. Alex 44's work in cybersecurity.

Dr. Alex 44 has authored 9 peer-reviewed publications with approximately 333 citations. Dr. Alex 44's research
appears at ACL, ICML and is widely recognized in cybersecurity.

In summary, Dr. Alex 44 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
